,Year,State,Deceased Donors,Living Donors,Total Transplants,Kidney Transplants,Liver Transplants,Heart Transplants,Lung Transplants,Women Donors,Men Donors,Transgender Donors,Organ Donation Rate (pmp),People Pledged (NOTTO),Online Pledges (Tamil Nadu)
4154,2024,Delhi,55,68,448,479,166,33,4,571,473,5,1.46,374490,17047
4155,2024,Gujarat,85,800,738,276,268,33,18,217,51,0,0.99,108643,8139
4156,2023,Delhi,146,265,1177,691,226,18,35,449,347,2,0.18,331948,15424
4157,2021,Gujarat,20,586,636,518,57,10,30,99,236,2,0.15,150150,13347
4158,2021,Tamil Nadu,92,212,1158,713,243,44,38,487,103,1,1.01,333788,14502
4159,2024,Rajasthan,274,726,628,248,332,10,26,667,57,2,1.68,292096,11953
4160,2021,Uttar Pradesh,116,172,245,226,366,39,47,620,311,4,0.47,29459,13837
4161,2021,Delhi,143,50,365,218,200,25,23,257,247,1,1.97,316929,19300
4162,2023,Uttar Pradesh,56,803,954,711,107,43,47,550,473,2,1.89,350235,16441
4163,2022,Delhi,103,813,850,221,263,22,13,325,502,3,1.13,32738,17427
4164,2022,Tamil Nadu,45,639,124,773,234,23,50,546,427,3,0.72,42854,7648
4165,2022,Maharashtra,252,124,974,581,6,28,10,659,278,0,0.93,381949,9889
4166,2020,Gujarat,253,730,1146,16,89,19,3,138,664,1,0.88,134952,17020
4167,2020,Karnataka,174,681,682,318,188,40,3,591,678,1,1.11,324200,13226
4168,2023,Rajasthan,264,323,160,603,263,23,48,73,52,4,1.35,136065,18125
4169,2024,Delhi,164,714,453,219,289,23,38,397,419,2,0.41,192308,15648
4170,2020,Maharashtra,289,907,968,344,214,2,33,13,502,1,1.62,177682,17965
4171,2022,Karnataka,31,49,934,367,90,42,1,240,134,0,0.91,265998,612
4172,2023,Telangana,276,0,788,673,88,41,11,51,492,5,1.4,310328,6159
4173,2020,Karnataka,269,349,681,485,77,17,42,442,392,1,1.22,48220,12616
4174,2020,Uttar Pradesh,19,561,500,276,399,44,5,79,654,1,0.56,239619,3456
4175,2023,Maharashtra,294,565,84,731,235,50,31,67,285,0,0.96,253446,19149
4176,2022,Maharashtra,200,902,653,666,355,27,17,490,444,4,1.46,243312,5895
4177,2024,Uttar Pradesh,257,282,762,602,60,13,48,694,379,5,0.67,257405,7462
4178,2020,Rajasthan,66,32,100,431,313,37,37,90,669,0,0.87,386861,9208
4179,2020,Maharashtra,26,708,781,419,250,19,2,474,611,4,1.0,16048,9221
4180,2022,Maharashtra,162,893,722,134,97,9,45,388,220,4,0.51,429035,8266
4181,2022,Uttar Pradesh,62,420,540,21,121,28,50,637,378,0,1.82,262260,12223
4182,2024,Uttar Pradesh,181,827,1152,763,258,35,2,470,595,1,0.6,80000,2752
4183,2020,Telangana,154,361,798,684,252,28,38,226,235,3,1.57,64625,7694
4184,2022,Punjab,91,676,82,524,254,38,14,571,240,5,0.97,427723,15873
4185,2020,Delhi,236,60,351,705,139,26,16,57,176,1,0.31,93059,16723
4186,2023,Rajasthan,206,258,124,718,244,35,41,212,478,4,1.41,371757,19541
4187,2021,Tamil Nadu,52,523,1101,348,20,17,47,429,523,1,1.49,184647,19345
4188,2023,Rajasthan,124,69,679,331,286,28,35,692,19,3,0.66,497378,7810
4189,2022,Karnataka,11,720,276,503,356,13,50,549,530,5,1.4,115813,10545
4190,2020,Delhi,43,173,234,506,147,29,19,275,94,1,1.98,391220,11659
4191,2020,Delhi,84,1000,71,509,207,17,38,475,326,3,1.59,129760,11412
4192,2022,Gujarat,210,943,757,789,230,23,16,80,639,0,0.76,407949,156
4193,2020,Gujarat,93,524,710,288,270,18,3,395,319,0,1.15,211038,11873
4194,2022,Gujarat,217,866,702,310,16,2,46,277,4,1,0.19,447244,7749
4195,2020,Karnataka,74,797,1037,453,23,12,32,642,655,2,0.68,30678,14615
4196,2022,Kerala,134,726,773,719,38,23,19,153,504,1,1.17,256590,5796
4197,2022,Karnataka,142,59,664,125,323,19,2,441,63,2,0.91,411384,3351
4198,2021,Punjab,106,742,600,89,219,39,13,100,373,0,1.0,310855,5538
4199,2024,Tamil Nadu,180,528,514,466,263,29,0,337,332,3,0.26,107584,14931
4200,2024,Delhi,131,990,207,696,397,12,13,480,303,2,1.31,286250,19505
4201,2023,Maharashtra,58,219,1029,162,11,38,6,4,520,3,1.88,84597,4890
4202,2023,Gujarat,250,786,820,659,18,10,8,481,197,1,1.74,314770,2125
4203,2020,Kerala,21,125,772,436,142,30,10,404,75,4,0.22,409604,1742
4204,2022,Telangana,266,144,890,462,355,2,25,424,420,0,1.66,367326,18328
4205,2021,Karnataka,62,675,1094,355,348,46,40,643,63,1,1.34,226768,17947
4206,2020,Maharashtra,188,886,17,74,41,5,41,320,474,4,0.26,268527,19212
4207,2021,Tamil Nadu,175,869,475,186,147,14,43,685,138,4,0.61,287638,2208
4208,2022,Gujarat,56,292,649,645,262,50,18,3,677,5,0.8,8236,8167
4209,2020,Gujarat,0,456,992,649,5,16,39,563,197,5,0.24,252829,21
4210,2024,Telangana,158,610,247,315,187,4,42,484,420,5,1.65,247838,6142
4211,2022,Gujarat,94,529,956,313,307,31,17,677,677,0,1.66,336334,11954
4212,2023,Karnataka,8,694,518,431,340,10,47,577,374,3,0.32,121046,11727
4213,2024,Kerala,126,624,955,480,30,5,40,289,630,4,0.12,68427,16823
4214,2022,Rajasthan,189,868,1008,217,69,45,35,339,551,0,1.82,207070,12750
4215,2021,Rajasthan,288,128,802,793,267,0,7,538,450,1,0.74,329047,9163
4216,2023,Karnataka,262,542,91,709,95,17,2,660,635,3,1.61,419064,12542
4217,2022,Tamil Nadu,300,639,729,23,267,29,0,223,513,5,0.74,50367,13689
4218,2021,Rajasthan,178,164,37,776,236,50,14,613,197,5,0.59,309597,1072
4219,2024,Uttar Pradesh,157,92,634,463,343,12,36,700,686,4,1.4,23721,9474
4220,2021,Rajasthan,256,26,983,245,145,9,35,491,276,1,0.96,186036,4126
4221,2020,Kerala,260,442,47,620,336,10,2,671,369,3,0.58,267515,11577
4222,2023,Telangana,219,654,15,31,102,40,30,689,479,0,1.21,389819,13301
4223,2023,Maharashtra,151,568,623,776,67,49,11,126,390,0,1.49,136693,18344
4224,2020,Tamil Nadu,180,227,301,409,241,26,37,106,176,5,0.48,54261,12195
4225,2022,Tamil Nadu,154,971,696,784,138,32,9,511,100,5,0.74,110655,9251
4226,2021,Karnataka,192,200,698,323,230,37,39,97,268,3,0.83,164497,12994
4227,2023,Kerala,159,712,699,198,33,13,29,196,261,1,1.49,491455,7750
4228,2023,Kerala,121,338,607,556,34,11,4,207,300,1,0.16,247407,4581
4229,2020,Karnataka,290,478,1122,129,246,29,20,383,623,2,1.95,280278,15717
4230,2023,Delhi,88,656,1110,701,76,33,39,533,503,1,0.97,130012,11319
4231,2022,Gujarat,250,363,80,505,242,42,6,250,633,0,0.19,440670,18404
4232,2022,Gujarat,36,128,547,658,281,15,17,605,442,2,1.26,67687,1758
4233,2023,Telangana,204,219,1110,186,157,0,5,534,142,1,1.38,395339,8856
4234,2020,Telangana,118,642,584,39,328,27,18,698,301,0,0.65,105416,10612
4235,2021,Uttar Pradesh,285,699,925,233,251,28,40,226,676,5,1.4,355393,2849
4236,2022,Delhi,54,666,1001,507,156,6,6,290,189,1,1.82,279924,2009
4237,2022,Punjab,155,99,83,737,231,46,39,49,421,5,1.65,73381,1796
4238,2021,Maharashtra,166,939,923,5,116,41,1,171,464,4,0.58,240447,5594
4239,2020,Telangana,146,925,1100,604,210,17,44,334,416,5,1.95,184752,16950
4240,2022,Maharashtra,69,335,404,222,17,14,50,611,618,2,0.71,94652,494
4241,2022,Tamil Nadu,274,675,947,340,310,43,1,301,647,1,0.22,30381,18801
4242,2020,Karnataka,33,552,344,471,85,2,3,319,455,0,1.26,95600,10896
4243,2023,Gujarat,164,162,814,215,276,29,11,302,636,1,0.26,296275,19879
4244,2022,Telangana,244,963,708,152,226,13,19,235,14,3,0.64,154596,19392
4245,2024,Delhi,276,462,644,367,389,43,16,230,85,0,1.03,105794,6974
4246,2022,Tamil Nadu,249,642,1157,750,154,48,49,174,193,4,1.1,145865,17423
4247,2022,Uttar Pradesh,203,265,593,367,87,43,2,335,483,1,0.21,131882,15604
4248,2022,Gujarat,197,836,603,317,306,33,30,312,585,3,1.22,246828,15914
4249,2020,Rajasthan,252,130,146,742,98,8,25,572,73,2,1.87,6281,13745
4250,2023,Karnataka,104,55,558,566,246,22,19,459,255,5,1.92,416518,12402
4251,2020,Maharashtra,167,190,176,138,293,21,23,639,656,4,1.01,404788,17475
4252,2023,Tamil Nadu,219,962,648,373,396,40,44,175,256,0,0.95,107023,17070
4253,2020,Punjab,74,598,42,443,289,34,5,192,502,2,1.52,187652,9070
4254,2024,Punjab,104,727,214,18,391,46,50,398,557,1,1.58,212611,9908
4255,2023,Punjab,184,367,74,67,216,0,34,468,148,1,0.75,23924,3899
4256,2023,Gujarat,73,6,827,790,240,43,41,322,103,1,0.41,302453,16289
4257,2020,Delhi,271,729,637,727,273,32,14,547,43,0,1.89,92175,17907
4258,2022,Maharashtra,180,929,1051,502,138,26,42,596,108,0,0.68,189932,10207
4259,2020,Rajasthan,206,877,315,60,213,24,33,613,54,2,1.42,451356,15370
4260,2020,Delhi,238,643,999,521,328,37,28,669,700,4,0.97,488279,10305
4261,2022,Telangana,202,735,332,287,137,28,39,104,60,2,1.06,476743,9098
4262,2024,Karnataka,99,381,450,687,291,41,42,372,51,3,1.32,88190,1203
4263,2023,Karnataka,285,530,562,587,341,45,44,86,462,3,1.27,403554,3860
4264,2021,Punjab,201,759,206,125,317,35,14,295,566,3,0.79,246955,12233
4265,2024,Telangana,4,55,1031,687,207,30,29,231,309,3,0.6,284615,15971
4266,2024,Tamil Nadu,270,563,400,172,386,20,15,324,231,4,1.9,370909,2171
4267,2021,Kerala,224,900,164,538,240,17,14,328,605,4,0.98,469309,8857
4268,2022,Karnataka,252,791,935,706,2,46,38,355,96,0,1.63,497553,7583
4269,2020,Karnataka,142,253,335,203,103,7,49,152,625,0,0.34,463995,16696
4270,2024,Tamil Nadu,245,728,304,619,5,3,18,226,265,1,0.34,353436,11145
4271,2021,Kerala,261,440,780,496,2,27,29,233,61,4,1.49,97879,6104
4272,2022,Gujarat,72,339,280,205,117,46,37,8,393,5,0.14,169542,13574
4273,2023,Karnataka,261,65,871,210,197,21,29,104,672,4,1.44,176669,16197
4274,2023,Gujarat,114,125,314,219,45,45,4,241,249,2,1.89,478150,12167
4275,2023,Rajasthan,293,157,1114,3,44,33,15,313,30,0,1.73,56704,18368
4276,2024,Karnataka,43,880,1112,375,34,28,50,618,93,1,0.49,275616,19910
4277,2023,Karnataka,89,194,787,729,285,25,16,222,587,1,0.49,291471,1535
4278,2021,Rajasthan,27,48,569,535,294,35,12,310,128,3,0.33,443750,19856
4279,2022,Uttar Pradesh,102,5,29,246,395,44,14,66,203,5,1.42,176570,16065
4280,2021,Karnataka,20,54,721,641,17,3,45,175,606,1,0.93,111066,7798
4281,2024,Delhi,30,60,203,461,6,11,39,479,568,3,0.29,314846,8457
4282,2022,Gujarat,157,125,993,760,208,39,34,450,673,1,1.8,302555,2178
4283,2023,Kerala,103,316,135,761,292,19,18,610,240,1,1.55,450330,14532
4284,2024,Maharashtra,254,703,1192,628,208,9,20,396,279,0,0.78,482592,3530
4285,2024,Karnataka,156,614,665,403,63,47,38,504,519,0,0.83,255836,18741
4286,2022,Telangana,287,175,607,573,149,10,35,439,491,1,1.0,15774,11015
4287,2022,Karnataka,286,142,869,532,258,19,9,426,307,4,1.63,432606,17374
4288,2020,Punjab,138,466,903,111,286,15,48,685,681,4,1.19,329432,6431
4289,2020,Rajasthan,297,439,748,562,17,49,9,280,417,5,0.38,286045,536
4290,2021,Maharashtra,109,284,1172,323,54,15,8,384,309,5,1.63,257026,19636
4291,2022,Telangana,36,559,1065,570,65,49,40,646,464,0,0.93,205612,17141
4292,2020,Maharashtra,183,767,863,169,354,43,46,232,574,3,1.84,375204,8687
4293,2020,Gujarat,284,377,73,631,107,47,13,108,580,1,1.43,152549,5998
4294,2020,Punjab,132,115,556,51,332,12,46,624,356,3,0.78,183512,11455
4295,2020,Delhi,70,577,1157,705,111,7,39,486,241,5,0.94,312936,525
4296,2020,Gujarat,300,902,271,274,125,18,22,112,529,3,1.25,295007,13197
4297,2020,Tamil Nadu,147,371,1002,422,251,6,17,326,324,2,1.94,393358,5253
4298,2023,Kerala,17,953,1077,616,254,13,20,182,458,5,1.89,73765,13615
4299,2022,Uttar Pradesh,114,764,810,161,46,20,0,265,502,2,1.36,373175,14465
4300,2024,Delhi,164,91,588,346,359,20,30,170,429,0,1.04,174298,19315
4301,2021,Karnataka,221,628,924,410,115,10,32,515,263,3,1.43,447791,13696
4302,2022,Kerala,223,513,1198,648,17,40,33,324,379,0,1.97,2453,13001
4303,2021,Uttar Pradesh,88,407,651,181,17,48,22,5,578,4,1.8,326355,13842
4304,2023,Rajasthan,195,465,771,529,199,35,36,360,400,5,1.73,50457,13588
4305,2024,Uttar Pradesh,148,515,192,622,33,4,19,255,226,1,1.58,120980,7223
4306,2024,Kerala,118,240,113,550,32,50,41,187,437,0,0.32,301490,8340
4307,2022,Delhi,36,794,928,581,305,36,24,685,254,3,0.84,109615,1262
4308,2020,Telangana,102,499,817,787,31,2,19,606,342,0,1.53,259459,5692
4309,2022,Kerala,59,847,3,497,374,28,38,126,462,0,1.57,252143,6962
4310,2021,Delhi,242,118,383,311,5,27,28,545,414,3,0.14,478425,4708
4311,2022,Kerala,36,350,474,324,156,24,50,434,34,5,1.58,451904,192
4312,2024,Karnataka,206,513,847,432,224,47,1,221,696,0,1.89,309088,13031
4313,2023,Tamil Nadu,158,507,760,274,346,24,10,238,23,5,0.11,265712,15300
4314,2022,Karnataka,87,277,1111,736,70,29,13,578,443,1,1.42,494135,19908
4315,2022,Kerala,110,181,211,611,286,38,16,629,212,0,0.3,270807,551
4316,2020,Gujarat,79,175,81,116,189,12,33,540,287,5,1.89,151148,16381
4317,2020,Karnataka,93,380,1127,88,337,11,2,681,694,5,1.16,232033,11203
4318,2022,Rajasthan,90,75,1002,676,256,18,43,343,609,2,0.29,492903,6469
4319,2023,Kerala,229,874,84,689,204,2,1,440,549,0,0.47,321054,13018
4320,2021,Kerala,245,986,1155,32,149,0,37,538,593,1,0.28,282978,5198
4321,2020,Kerala,118,108,1066,596,291,24,2,112,416,1,0.57,379410,13401
4322,2020,Maharashtra,279,340,708,518,188,16,33,218,324,1,0.66,423470,12712
4323,2020,Karnataka,51,493,244,435,355,3,35,270,546,0,1.16,173847,13274
4324,2020,Rajasthan,95,799,993,225,70,3,37,141,217,2,0.29,274779,2871
4325,2021,Punjab,261,149,768,679,10,39,2,375,220,0,1.66,177101,14072
4326,2024,Rajasthan,248,473,44,405,150,24,39,51,197,1,1.14,162998,15902
4327,2023,Rajasthan,253,546,508,15,380,3,43,674,498,3,0.26,471710,4980
4328,2024,Punjab,82,625,278,793,109,29,35,235,225,2,0.76,434979,14611
4329,2020,Telangana,36,407,1179,732,233,28,32,111,9,4,0.65,89349,12468
4330,2023,Kerala,3,773,1049,186,16,43,44,244,370,2,1.16,428771,12647
4331,2021,Rajasthan,93,78,222,336,207,7,19,58,326,3,1.62,256484,9425
4332,2021,Uttar Pradesh,69,927,1076,487,366,9,31,139,182,0,0.64,179342,3607
4333,2022,Punjab,195,221,874,660,175,14,12,529,70,3,0.12,15680,9104
4334,2022,Gujarat,24,444,1013,737,85,19,36,650,481,5,0.19,262471,2291
4335,2023,Rajasthan,88,316,1002,697,130,0,2,686,486,0,1.41,356104,18856
4336,2024,Punjab,267,822,198,487,261,27,26,434,321,1,0.41,370426,18503
4337,2023,Gujarat,69,965,544,582,289,25,8,488,150,0,1.94,46060,4570
4338,2024,Uttar Pradesh,196,482,1161,324,219,40,17,25,646,5,0.19,340318,19684
4339,2021,Gujarat,62,419,706,163,24,40,15,11,139,1,1.04,124517,7836
4340,2020,Punjab,7,844,1162,100,192,39,21,203,255,0,1.83,269399,18068
4341,2023,Maharashtra,149,585,150,660,84,3,23,293,173,1,0.81,329467,2947
4342,2023,Tamil Nadu,49,158,311,409,125,17,7,115,22,4,1.36,27436,13843
4343,2024,Delhi,287,147,230,586,120,37,40,61,381,1,0.35,222480,18211
4344,2021,Punjab,130,989,195,740,92,15,45,591,679,3,0.72,446132,15135
4345,2024,Delhi,19,19,472,606,371,23,24,680,440,2,0.41,168971,10973
4346,2023,Rajasthan,102,662,536,729,285,42,9,627,192,2,0.64,492879,19835
4347,2021,Gujarat,254,153,194,311,187,23,24,272,227,3,0.73,173833,6913
4348,2020,Delhi,176,59,237,284,343,24,43,289,666,5,0.13,480362,8372
4349,2023,Gujarat,91,890,813,261,2,46,14,579,621,2,0.68,311950,14122
4350,2021,Gujarat,193,921,568,1,283,35,7,286,11,1,1.42,114803,14674
4351,2022,Uttar Pradesh,22,992,937,133,98,2,9,531,303,0,0.36,384390,3225
4352,2022,Rajasthan,178,523,1190,485,105,50,39,477,222,1,1.43,255833,7459
4353,2023,Uttar Pradesh,271,972,405,389,379,32,40,249,565,5,1.14,103129,16222
4354,2020,Delhi,29,821,1103,551,39,7,10,437,107,0,0.42,43164,5611
4355,2023,Telangana,163,622,433,473,87,37,45,544,555,0,1.39,168547,8354
4356,2023,Karnataka,261,50,140,25,377,24,2,72,175,2,1.05,51149,17357
4357,2021,Gujarat,72,650,1019,216,85,47,40,525,649,5,1.59,443709,15039
4358,2024,Rajasthan,246,963,969,432,365,11,40,562,185,2,0.36,438603,13576
4359,2020,Delhi,170,250,733,480,395,38,30,363,632,3,1.43,155875,11207
4360,2023,Karnataka,45,565,212,753,83,29,42,428,585,4,1.42,281831,9677
4361,2021,Punjab,283,518,405,635,128,33,17,40,9,0,1.13,449922,6352
4362,2024,Karnataka,252,91,477,773,333,8,11,465,602,2,1.48,251613,8541
4363,2021,Uttar Pradesh,13,921,390,201,325,38,33,600,450,1,1.88,214508,8516
4364,2020,Punjab,40,448,308,305,206,2,11,233,629,2,0.72,41307,15753
4365,2020,Rajasthan,78,933,667,668,54,9,8,548,332,5,0.3,148340,17319
4366,2020,Tamil Nadu,264,88,1076,500,254,36,39,521,687,2,1.87,421141,5495
4367,2022,Delhi,6,62,1051,673,279,2,36,557,281,4,0.23,433200,18095
4368,2021,Kerala,227,482,1147,308,370,21,7,371,615,2,0.56,409930,18672
4369,2021,Delhi,185,434,1175,142,23,50,2,468,635,2,0.88,2859,12054
4370,2021,Karnataka,248,485,80,272,65,19,36,237,511,1,0.78,94502,19423
4371,2024,Delhi,113,285,871,704,171,15,11,206,364,1,1.26,9775,18053
4372,2020,Kerala,243,339,966,438,246,11,21,203,417,3,0.81,351503,1336
4373,2021,Rajasthan,68,37,71,540,340,29,29,168,700,2,1.1,332342,8233
4374,2022,Gujarat,228,663,196,4,104,1,30,67,588,1,0.76,402121,3082
4375,2021,Uttar Pradesh,60,848,1038,156,168,2,20,149,251,1,0.7,480141,1634
4376,2022,Delhi,294,21,993,68,63,7,40,288,618,1,1.07,105545,6164
4377,2022,Rajasthan,232,984,618,409,90,8,37,378,648,2,1.07,484134,6766
4378,2021,Karnataka,195,5,3,404,239,41,40,14,200,4,1.02,143231,2965
4379,2023,Maharashtra,95,679,776,29,36,48,47,612,119,3,0.19,216167,7777
4380,2023,Uttar Pradesh,260,696,700,162,50,44,14,58,538,5,1.2,493708,15878
4381,2024,Punjab,87,467,673,591,263,23,16,202,74,2,0.72,143973,18843
4382,2020,Delhi,194,696,168,235,121,35,10,423,77,2,0.42,229991,4228
4383,2021,Uttar Pradesh,207,230,555,595,228,37,30,180,389,1,1.12,432352,13225
4384,2021,Tamil Nadu,180,710,167,376,228,22,11,8,635,4,1.58,154808,15566
4385,2023,Kerala,212,972,1154,663,243,40,34,435,24,4,1.7,383602,4085
4386,2021,Karnataka,96,12,828,331,338,1,46,328,60,0,0.81,380242,11634
4387,2022,Maharashtra,295,857,922,398,34,50,9,448,365,2,0.47,282399,2750
4388,2021,Maharashtra,250,376,854,370,225,38,31,641,558,2,1.74,456655,4833
4389,2021,Kerala,239,692,764,720,166,37,35,625,210,4,1.78,170964,14522
4390,2023,Karnataka,172,624,183,418,142,34,45,596,507,5,0.54,404706,18266
4391,2023,Punjab,292,233,1041,187,390,4,32,234,23,2,0.72,194356,4025
4392,2022,Gujarat,64,672,714,266,258,37,45,518,272,1,0.31,177341,900
4393,2023,Punjab,234,500,877,466,281,38,18,269,524,3,1.39,55360,6573
4394,2021,Maharashtra,95,442,1113,600,364,13,25,650,239,0,0.78,324807,5604
4395,2021,Punjab,95,412,1182,427,37,33,47,338,525,2,1.35,212798,11998
4396,2022,Punjab,185,141,910,665,358,10,12,32,113,1,1.18,131156,5176
4397,2020,Kerala,131,780,1109,85,23,30,29,611,304,4,0.7,407937,794
4398,2023,Rajasthan,187,785,468,635,273,19,37,145,368,1,1.3,388041,940
4399,2021,Uttar Pradesh,97,805,541,774,260,22,16,647,612,4,0.16,415736,9422
4400,2022,Punjab,228,698,206,299,146,15,43,570,173,1,1.62,343375,6848
4401,2023,Tamil Nadu,108,931,904,517,155,48,20,74,157,1,1.06,73869,12659
4402,2020,Telangana,46,844,889,564,146,34,43,572,557,5,0.73,426050,8631
4403,2020,Karnataka,7,725,405,43,56,20,31,295,540,3,1.4,38608,15421
4404,2022,Punjab,19,553,922,679,274,34,6,580,299,2,1.01,268808,12297
4405,2024,Delhi,59,855,881,491,126,3,19,207,529,1,1.32,63435,9786
4406,2023,Uttar Pradesh,61,838,771,799,345,7,0,550,248,4,1.12,230272,14323
4407,2021,Maharashtra,211,995,588,667,256,36,46,40,407,0,1.92,390094,18434
4408,2024,Gujarat,103,379,375,36,63,27,13,105,495,5,0.27,381981,3056
4409,2022,Uttar Pradesh,223,345,361,667,192,48,5,72,433,3,0.61,243308,4977
4410,2024,Rajasthan,92,563,422,315,252,12,42,413,42,5,1.69,217991,9298
4411,2024,Maharashtra,300,619,142,258,255,27,46,357,42,2,1.57,7602,1310
4412,2024,Uttar Pradesh,224,6,485,341,101,31,48,33,102,5,1.91,494569,5743
4413,2023,Delhi,97,193,268,452,9,25,14,486,646,5,1.35,151259,3745
4414,2021,Punjab,219,472,483,760,76,8,4,346,658,3,1.0,366678,17699
4415,2022,Kerala,279,220,355,674,209,1,45,9,120,1,1.2,469755,13730
4416,2022,Delhi,119,893,789,159,373,29,29,283,50,3,1.9,390987,18286
4417,2024,Telangana,52,423,54,149,393,5,15,229,212,3,0.33,420607,19471
4418,2022,Karnataka,128,646,32,582,84,30,14,157,281,3,1.11,152580,19735
4419,2021,Telangana,286,498,350,562,340,41,3,140,412,2,1.9,128707,4116
4420,2024,Gujarat,70,933,398,241,256,26,39,473,226,4,1.83,418249,18721
4421,2021,Maharashtra,152,149,1185,329,7,2,22,154,433,1,1.46,316728,804
4422,2020,Karnataka,6,433,603,474,199,4,4,572,17,3,1.12,498570,19110
4423,2021,Kerala,260,386,596,762,234,15,4,170,216,4,0.58,209950,10541
4424,2022,Maharashtra,263,718,508,490,108,19,21,223,14,0,0.87,136072,14578
4425,2023,Tamil Nadu,97,480,186,495,134,30,22,473,36,4,1.27,396956,12144
4426,2020,Karnataka,150,366,831,694,359,25,12,178,336,1,1.78,170602,8502
4427,2021,Gujarat,254,53,1062,317,98,13,20,237,670,4,0.56,265069,5636
4428,2024,Punjab,13,505,493,782,73,46,12,231,322,5,0.25,14795,8863
4429,2021,Punjab,235,129,529,121,176,26,35,17,458,0,1.35,314910,17408
4430,2022,Delhi,266,578,567,264,64,9,15,56,474,0,0.19,32431,1503
4431,2022,Rajasthan,285,707,747,618,227,17,43,214,167,0,0.63,374138,1364
4432,2023,Gujarat,41,246,644,655,199,40,45,77,41,3,1.07,418733,17468
4433,2021,Uttar Pradesh,145,342,200,737,47,6,48,591,617,5,1.22,185675,7539
4434,2022,Punjab,6,677,526,548,241,34,6,172,265,5,1.51,1863,14280
4435,2024,Rajasthan,44,296,403,63,152,0,23,468,269,3,0.37,110876,19738
4436,2023,Punjab,40,72,940,695,18,44,4,324,204,5,0.63,208182,2168
4437,2023,Tamil Nadu,285,370,1129,600,107,23,11,686,184,0,1.57,133358,13007
4438,2021,Punjab,255,464,531,372,54,29,35,255,257,3,1.86,376329,7988
4439,2023,Telangana,196,435,988,509,35,27,0,264,349,4,0.58,22322,2075
4440,2024,Karnataka,53,235,561,595,328,2,37,642,153,1,0.73,7305,14855
4441,2021,Rajasthan,215,521,1117,180,103,9,38,625,85,2,1.18,448328,4828
4442,2022,Delhi,13,754,1173,383,89,47,6,641,598,2,1.37,442532,13465
4443,2023,Karnataka,245,445,114,151,28,10,15,574,2,1,0.77,109085,15889
4444,2022,Delhi,249,552,1083,486,154,44,27,592,580,3,1.95,35511,3465
4445,2024,Tamil Nadu,191,894,594,300,369,19,4,97,537,2,1.5,157843,9855
4446,2020,Uttar Pradesh,153,319,753,697,215,35,33,627,644,2,1.88,34257,19691
4447,2022,Tamil Nadu,114,57,829,44,82,17,39,640,263,0,0.71,78564,3331
4448,2020,Kerala,160,55,685,158,73,28,19,612,269,3,1.55,361178,7842
4449,2023,Maharashtra,74,354,133,740,353,3,27,4,368,3,0.47,166346,19155
4450,2023,Kerala,157,453,564,625,139,19,4,592,280,5,1.08,395319,18830
4451,2022,Telangana,300,3,299,695,178,37,42,582,84,5,1.56,490436,2073
4452,2023,Kerala,172,923,608,717,240,39,42,265,300,5,1.61,119414,12407
4453,2024,Gujarat,67,549,485,436,240,18,48,374,520,5,1.55,83311,2499
4454,2021,Karnataka,285,873,458,670,281,34,46,376,695,5,1.29,217582,8438
4455,2021,Kerala,222,299,848,202,194,33,31,401,403,1,0.99,82543,18452
4456,2021,Maharashtra,224,10,1134,598,297,44,48,595,534,1,1.26,146493,8032
4457,2024,Delhi,24,244,318,637,93,11,49,644,119,3,0.76,27615,19174
4458,2020,Telangana,178,538,1015,659,277,31,4,472,28,5,1.16,285791,2881
4459,2024,Maharashtra,91,67,905,638,42,28,28,190,541,2,0.29,442462,5849
4460,2021,Gujarat,62,918,1191,225,123,15,16,407,611,0,0.36,255734,10699
4461,2023,Delhi,45,914,740,726,169,15,37,613,654,0,0.83,209950,11551
4462,2021,Telangana,112,416,628,689,158,16,21,508,502,2,1.46,223065,9470
4463,2021,Tamil Nadu,214,910,60,685,76,49,26,133,485,0,0.64,458916,18030
4464,2023,Karnataka,186,694,208,401,380,5,6,289,374,2,0.69,221358,6383
4465,2023,Kerala,220,951,4,114,390,8,5,560,575,3,1.69,78045,16020
4466,2022,Delhi,234,504,823,785,265,4,21,383,556,1,1.8,333396,16303
4467,2023,Karnataka,41,927,1041,292,142,3,19,641,348,2,1.07,318762,2921
4468,2023,Delhi,236,451,1149,89,322,18,14,535,56,1,0.92,131180,2471
4469,2023,Maharashtra,255,800,811,421,364,21,23,230,218,0,1.37,261210,2143
4470,2024,Uttar Pradesh,115,741,583,465,86,7,14,221,346,0,0.33,159915,13693
4471,2024,Punjab,300,947,576,402,158,22,14,277,651,0,1.03,427510,3943
4472,2020,Kerala,27,445,934,373,28,1,32,589,375,5,0.48,367486,17536
4473,2024,Gujarat,136,501,44,163,391,35,30,522,63,2,1.17,37016,8194
4474,2024,Punjab,37,296,342,59,298,35,9,583,204,0,0.67,302637,7130
4475,2023,Rajasthan,65,251,782,263,367,12,4,301,106,5,1.72,64766,5870
4476,2020,Delhi,161,80,62,234,245,0,3,208,398,4,0.83,241491,13555
4477,2024,Tamil Nadu,6,704,369,45,129,27,21,190,609,5,1.54,161939,10027
4478,2024,Delhi,32,926,714,0,159,49,20,632,194,1,0.42,351388,13788
4479,2021,Rajasthan,195,683,331,622,64,39,16,556,87,4,0.91,278844,6133
